,ID_CLIENTE,SAFRA_REF,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS
79242,3204108603682323936,2020-01,166288.0,100.0
405980,8245393384938410770,2020-01,245680.0,122.0
178083,8255085612985072878,2020-01,38271.0,135.0
24842,3977861004707764824,2020-01,260753.0,124.0
232243,1182975716201409626,2020-01,293986.0,107.0
351617,6056959220685085102,2020-01,711405.0,112.0
439191,3829967475074118757,2020-01,341140.0,144.0
564594,6987942592445950913,2020-01,87917.0,139.0
7217,4327694790333781288,2020-01,465790.0,137.0
76373,2951563549197799278,2020-01,209965.0,149.0
466885,5255460548789019114,2020-01,184410.0,117.0
551174,3333870869270823799,2020-01,308263.0,140.0
341906,6217788509719675691,2020-01,513984.0,150.0
117266,5761480994209806499,2020-01,69664.0,139.0
105525,8487807876567995441,2020-01,213016.0,155.0
192360,3632378524835692731,2020-01,368744.0,121.0
350158,5974858472822751652,2020-01,253019.0,130.0
439186,5108407319813072955,2020-01,71642.0,107.0
327962,5078307295214858596,2020-01,100575.0,129.0
308283,710593997981520423,2020-01,372281.0,114.0
137742,5301988619224057921,2020-01,68717.0,114.0
505488,5794903898038236832,2020-01,307877.0,142.0
152087,7910340581026492945,2020-01,273094.0,105.0
518760,459290606780222306,2020-01,463989.0,103.0
556539,761746217261797478,2020-01,134359.0,124.0
166478,8609938720215175911,2020-01,252111.0,119.0
168359,6546850858912852316,2020-01,7648.0,122.0
464254,665505091521986356,2020-01,205130.0,110.0
273237,4061297388883391410,2020-01,612167.0,122.0
330665,324916756972236008,2020-01,51494.0,109.0
203823,7457803471605010846,2020-01,294250.0,107.0
64253,3382624494518753363,2020-01,106339.0,116.0
502596,1423952977138155129,2020-01,16923.0,116.0
254644,2083323809219952960,2020-01,99132.0,110.0
352937,4183921942053157552,2020-01,410616.0,109.0
149258,1637960623843047520,2020-01,328724.0,108.0
510685,4919908458022265747,2020-01,515917.0,131.0
469733,2978852236996041848,2020-01,224121.0,141.0
382384,5888474320320735000,2020-01,188046.0,98.0
391750,7436628409157313756,2020-01,301921.0,119.0
405975,7031913170099381454,2020-01,321729.0,100.0
412988,314309872114206760,2020-01,272406.0,92.0
229444,7770458886439606839,2020-01,419617.0,150.0
312708,4334472256949955221,2020-01,110640.0,123.0
131868,7177785309735471560,2020-01,455670.0,123.0
410461,7787306805605072964,2020-01,555551.0,128.0
559273,5465001651966355821,2020-01,74952.0,111.0
200038,8213533889694327948,2020-01,304906.0,137.0
96905,5606267905834401873,2020-01,794054.0,117.0
95895,465309249432033993,2020-01,69290.0,107.0
188541,5528372913947954503,2020-01,650117.0,122.0
456004,2201150681962815877,2020-01,162046.0,115.0
212439,5883155883105348987,2020-01,170972.0,133.0
99833,460993244124061972,2020-01,500175.0,105.0
88156,3355881107559250653,2020-01,11083.0,114.0
232290,7231408738455755015,2020-01,86777.0,111.0
110285,2408009918678280470,2020-01,129511.0,121.0
553858,4566920105008626302,2020-01,520143.0,90.0
450461,1741049493106216406,2020-01,385917.0,99.0
341900,8854680481766219396,2020-01,309833.0,136.0
280131,6098833389547425063,2020-01,416940.0,136.0
521405,4210463673385510745,2020-01,110281.0,104.0
475104,5856610998569876318,2020-01,232300.0,146.0
33710,3605652314611460806,2020-01,180128.0,93.0
502595,1617695035450525647,2020-01,337159.0,108.0
157793,8511588642284189303,2020-01,62154.0,116.0
391802,2179772649873197365,2020-01,36288.0,137.0
382077,8503092146854371576,2020-01,126522.0,113.0
221007,6754039979151386401,2020-01,917975.0,126.0
15977,7816319470107777265,2020-01,620124.0,119.0
108455,4071158585850879204,2020-01,740567.0,125.0
330674,6916556752218696485,2020-01,560738.0,145.0
456000,2397171153213063761,2020-01,38272.0,94.0
206708,6227190030200106151,2020-01,261574.0,61.0
181063,6662531979151878793,2020-01,608318.0,137.0
41076,6969348581033924947,2020-01,118036.0,143.0
108463,7268895973869107930,2020-01,11805.0,144.0
394673,1078687383992817574,2020-01,401469.0,148.0
280266,4008627434689715639,2020-01,98676.0,123.0
175179,1235244772550233980,2020-01,204252.0,103.0
543091,696014079855281037,2020-01,263910.0,113.0
216809,8248484932270772248,2020-01,238912.0,130.0
502598,4571290108043699959,2020-01,204010.0,125.0
325037,2033394215069562776,2020-01,346183.0,109.0
185504,5176940320835464459,2020-01,370536.0,120.0
157795,1292049196559782171,2020-01,76305.0,124.0
282936,8173830874846355280,2020-01,136653.0,122.0
24845,5864443060004179363,2020-01,61050.0,99.0
125990,1711114950158155307,2020-01,407069.0,91.0
458771,4679462479444735708,2020-01,805485.0,135.0
518747,295375823203017296,2020-01,83823.0,105.0
189534,9184785003280841216,2020-01,599409.0,112.0
526826,621182491555347581,2020-01,144232.0,107.0
189539,4395946187332973749,2020-01,260121.0,141.0
218168,4556737702757145073,2020-01,535766.0,124.0
79255,968199235777440720,2020-01,1036821.0,131.0
260259,4956614249204803652,2020-01,209408.0,116.0
375156,660382477567765256,2020-01,378127.0,125.0
127835,424669430335898076,2020-01,163160.0,118.0
520256,7176848230239877915,2020-01,307079.0,134.0
508065,5082813456193598086,2020-01,812473.0,130.0
131876,3027683745465216663,2020-01,656312.0,114.0
559281,6330043096034525408,2020-01,414435.0,91.0
18882,3668905663669864663,2020-01,109692.0,147.0
82222,2346482557594782345,2020-01,175612.0,130.0
330667,5897410907783139228,2020-01,98093.0,136.0
499723,4717593620120611957,2020-01,248034.0,108.0
288699,2735662700719640627,2020-01,330469.0,106.0
105544,3279078057358159966,2020-01,155078.0,133.0
111399,6134696632487351445,2020-01,261281.0,126.0
521419,5306165689101138983,2020-01,518943.0,117.0
505387,4993499380140734678,2020-01,153304.0,132.0
92967,8909740532547211288,2020-01,319128.0,116.0
149242,2530707686830644666,2020-01,439163.0,117.0
396411,7535160686416710323,2020-01,182777.0,98.0
508094,2012477868296377155,2020-01,169082.0,131.0
4336,2645324649046215594,2020-01,187870.0,110.0
439193,5166128847048245697,2020-01,111041.0,134.0
265887,2382123267535341265,2020-01,616067.0,98.0
257347,7325545718770538459,2020-01,585871.0,139.0
479313,8874257794774679816,2020-01,224137.0,165.0
151062,6216982347344525048,2020-01,41073.0,120.0
221010,5225029212547588718,2020-01,95430.0,115.0
120131,8911073840712901131,2020-01,99806.0,90.0
82229,257162352336759783,2020-01,243964.0,120.0
42446,8826489829259520138,2020-01,210515.0,142.0
36724,2761181567313020223,2020-01,972052.0,82.0
524129,4045739494965095560,2020-01,264338.0,137.0
537724,4530631557358349711,2020-01,389341.0,107.0
472373,5042877476420217533,2020-01,137512.0,104.0
274533,1192891347324061812,2020-01,95556.0,100.0
325043,2290083177086946553,2020-01,213370.0,117.0
274534,6582676833651678345,2020-01,360060.0,133.0
237879,1041113202992808157,2020-01,26578.0,0.0
133734,7120090169052575663,2020-01,152618.0,101.0
108504,8939476669690489534,2020-01,493763.0,161.0
340737,8332840690177201182,2020-01,426939.0,103.0
51109,837142477962609471,2020-01,129349.0,124.0
278922,1003144834589372198,2020-01,355660.0,111.0
30736,7613717984547031729,2020-01,325953.0,125.0
319621,2032592272238235730,2020-01,342495.0,93.0
30734,8779038337925278543,2020-01,518695.0,144.0
51085,4512887927067894301,2020-01,238356.0,123.0
449196,2119292203323657032,2020-01,291199.0,85.0
21892,652740132671309295,2020-01,151460.0,96.0
6131,7970976988071755401,2020-01,726658.0,144.0
140627,8004409125524742779,2020-01,338893.0,111.0
285817,4465150716052427320,2020-01,334645.0,90.0
411521,4537982850248578883,2020-01,451768.0,149.0
102611,9108733472015251498,2020-01,211097.0,106.0
464267,2619109825960703851,2020-01,410800.0,114.0
223857,3832944730982767714,2020-01,242825.0,126.0
494138,3660744270380078352,2020-01,626051.0,106.0
472374,8895896724713458749,2020-01,282405.0,158.0
339093,1553628056929342565,2020-01,60923.0,119.0
145296,8505870778358741102,2020-01,331080.0,116.0
488654,8292458529987016717,2020-01,138816.0,136.0
99841,107343823625119033,2020-01,234169.0,87.0
149246,5854364934896993687,2020-01,715931.0,170.0
114420,8106044482585783481,2020-01,1622248.0,117.0
540329,1115703227712697214,2020-01,581164.0,91.0
556542,8828303152301461681,2020-01,175614.0,97.0
88165,7595945751692012281,2020-01,250340.0,120.0
450464,1104269683367198574,2020-01,266277.0,131.0
137764,1118514612547157551,2020-01,364791.0,102.0
21875,8107542605807471599,2020-01,491615.0,125.0
464260,8536031856585966123,2020-01,116018.0,125.0
14581,3618862169777063942,2020-01,182874.0,132.0
277365,7070921952745705273,2020-01,447060.0,116.0
271703,2493305884832539159,2020-01,773103.0,122.0
315695,5893903674205161232,2020-01,199139.0,103.0
444940,7889351655716537527,2020-01,82048.0,139.0
302658,7289435138601868544,2020-01,130460.0,134.0
333432,1683619849073499603,2020-01,196994.0,132.0
548457,8500889177765218320,2020-01,55526.0,116.0
33717,472772897496154354,2020-01,242187.0,129.0
456023,1368430815953333691,2020-01,104644.0,109.0
1487,7671566034617837932,2020-01,370175.0,122.0
344651,5810778736737569699,2020-01,81662.0,150.0
464258,6204723742351094322,2020-01,519588.0,96.0
551146,4202876623878743806,2020-01,213215.0,133.0
240672,1366416810235233769,2020-01,208380.0,105.0
354475,1864367736036633256,2020-01,243365.0,114.0
319670,8343941262792249232,2020-01,107188.0,109.0
277338,7141263195360679278,2020-01,343581.0,117.0
1544,4675067298171588603,2020-01,184930.0,136.0
465874,8646472172649019955,2020-01,167815.0,138.0
27814,792560389712312178,2020-01,102943.0,115.0
181071,3118152790263512426,2020-01,260174.0,99.0
366798,5432443358006556295,2020-01,170359.0,113.0
291498,4997308257850209705,2020-01,267993.0,124.0
237866,9206030810342980458,2020-01,299237.0,101.0
195273,86110062990790869,2020-01,271211.0,110.0
99862,835441927760881602,2020-01,404024.0,110.0
537742,8313765100460016738,2020-01,16384.0,101.0
386296,3218226066162129945,2020-01,521533.0,108.0
165018,8198518259946944874,2020-01,58670.0,162.0
361177,1002362614649347438,2020-01,410426.0,97.0
417090,8529899700094903171,2020-01,312218.0,133.0
361180,7664272163315705419,2020-01,261650.0,110.0
278756,6020593949794792044,2020-01,250020.0,127.0
172258,4714214581184951490,2020-01,350900.0,113.0
108461,410843023337872279,2020-01,174626.0,101.0
433903,8901696535927078963,2020-01,691510.0,138.0
466893,5503073374822479037,2020-01,55074.0,107.0
413233,7870373680211625064,2020-01,298707.0,108.0
15914,3511416927745338332,2020-01,158616.0,112.0
380753,274692171162531764,2020-01,476936.0,100.0
1484,345447888460137901,2020-01,143621.0,111.0
219936,3742264304742819339,2020-01,348872.0,113.0
499732,2466177460692220853,2020-01,451025.0,111.0
458781,4569866309119931805,2020-01,925306.0,136.0
532264,4489904752023469353,2020-01,714148.0,116.0
189543,3543162424793477785,2020-01,292200.0,122.0
403134,2768068015169423097,2020-01,201942.0,118.0
428240,3629889536335411116,2020-01,66171.0,119.0
126004,5855956854975734380,2020-01,772451.0,146.0
508121,5122095358293179297,2020-01,216569.0,126.0
108460,6941381638534728190,2020-01,425177.0,128.0
185394,3724562776372632620,2020-01,212544.0,106.0
178088,4130617254899676131,2020-01,374686.0,113.0
240678,7590999900861381526,2020-01,571078.0,132.0
96917,8195468623809753777,2020-01,116222.0,149.0
518759,984915269987074754,2020-01,298396.0,143.0
41227,3931892303497206092,2020-01,72076.0,116.0
226618,717981637594591016,2020-01,84473.0,128.0
558100,4831939798545673038,2020-01,245752.0,139.0
433824,1054275403532840653,2020-01,135877.0,92.0
277373,2606594191222500726,2020-01,382776.0,95.0
444938,511305041047444825,2020-01,155459.0,77.0
389063,8915958534285799867,2020-01,264710.0,165.0
394642,4874157215501489741,2020-01,503295.0,116.0
332367,3156852928909455203,2020-01,271578.0,126.0
491413,5613825020130267729,2020-01,485291.0,96.0
280146,5988277776808227480,2020-01,126813.0,152.0
186753,8559143756893267192,2020-01,371097.0,138.0
274542,7200509200540839533,2020-01,377946.0,87.0
157810,3095408468798675621,2020-01,379326.0,140.0
439192,8724731934863284019,2020-01,291886.0,120.0
208213,8716163053080758848,2020-01,157903.0,121.0
516065,6950439982480713649,2020-01,412632.0,136.0
128926,9052787288251876909,2020-01,525531.0,145.0
363990,5511113649464808344,2020-01,70817.0,102.0
350174,4089244710305890246,2020-01,223012.0,106.0
88234,2499050168966442376,2020-01,41573.0,0.0
128959,2214132103234633622,2020-01,85106.0,71.0
425527,5434353421615275749,2020-01,280991.0,116.0
327952,7963861799566207637,2020-01,143704.0,149.0
168363,5791518044186095039,2020-01,114073.0,116.0
171081,2598475569074240783,2020-01,127931.0,126.0
237868,8897340779547593728,2020-01,371293.0,155.0
160770,66220087398241662,2020-01,292373.0,103.0
294308,8715120689636420963,2020-01,184013.0,125.0
364011,1043585102535564595,2020-01,264912.0,108.0
181082,3285246914299291124,2020-01,804323.0,121.0
276040,1088521227159442264,2020-01,310317.0,101.0
313950,1533755281771668509,2020-01,325876.0,127.0
17711,5860276371789140450,2020-01,658485.0,114.0
233763,2808145376905474927,2020-01,54713.0,123.0
265902,6643358471662528195,2020-01,11087.0,122.0
163561,121658372387044248,2020-01,283954.0,108.0
96918,5635781225931111684,2020-01,185074.0,112.0
3258,4995679129936981612,2020-01,203397.0,145.0
483287,2508429106201166689,2020-01,91534.0,107.0
339107,6784879562354696650,2020-01,1614315.0,146.0
369553,1119752495905732753,2020-01,432433.0,121.0
450469,6617479989097680138,2020-01,265479.0,147.0
529565,226405871752897670,2020-01,1075074.0,124.0
505413,5481711897502154955,2020-01,141954.0,125.0
257366,7707459425750676368,2020-01,21313.0,139.0
372335,7451017400765373278,2020-01,333594.0,107.0
263116,1507697130807703164,2020-01,471737.0,106.0
45404,8409181491723988567,2020-01,49837.0,136.0
134887,2634859679238614382,2020-01,218396.0,130.0
157818,2900002014851776114,2020-01,282910.0,78.0
36735,7189116056401183589,2020-01,781421.0,120.0
383414,6349142675790687765,2020-01,125659.0,136.0
137738,4614484019183480654,2020-01,115114.0,114.0
453266,8287608084245946173,2020-01,500880.0,132.0
535012,2347028805684088098,2020-01,442309.0,122.0
24857,9127318190908282126,2020-01,653819.0,114.0
327942,3386019519917828299,2020-01,141227.0,135.0
496842,8548612698724688238,2020-01,314079.0,141.0
18889,2455576782104041698,2020-01,402930.0,122.0
250653,4820852183212661131,2020-01,338569.0,88.0
212451,4795152981525833467,2020-01,570575.0,133.0
411531,1253437108265925705,2020-01,93327.0,101.0
209519,5358243820364010940,2020-01,200588.0,91.0
523074,2020646654269061959,2020-01,454028.0,112.0
82237,3997247264680905799,2020-01,128298.0,141.0
294314,8522044805243541048,2020-01,30926.0,93.0
504355,7108899417216809461,2020-01,396633.0,131.0
59930,2455496390444272119,2020-01,33338.0,0.0
397488,7085295800541340563,2020-01,182886.0,109.0
291473,7462607259426026440,2020-01,132439.0,111.0
51091,940214356651040716,2020-01,355684.0,90.0
561895,4508632759077888376,2020-01,292421.0,143.0
510694,8015571584405428572,2020-01,528768.0,116.0
72175,5503391736465275980,2020-01,158445.0,121.0
341882,4785355632922927313,2020-01,406295.0,119.0
120147,2785178201607654410,2020-01,690931.0,98.0
533633,3022528659032597047,2020-01,735910.0,106.0
154969,6532139198609901627,2020-01,177230.0,121.0
82236,4724876423989598202,2020-01,301345.0,135.0
436499,924957821424248698,2020-01,535772.0,128.0
543105,2771214050521171719,2020-01,240410.0,86.0
85242,7810985951121711480,2020-01,160206.0,108.0
228343,69766362497027920,2020-01,446139.0,119.0
30747,5136739522477907100,2020-01,108387.0,113.0
128934,93982185886107798,2020-01,252537.0,133.0
10077,312543480920432545,2020-01,208697.0,85.0
355749,2535803443850893368,2020-01,704413.0,127.0
280161,4495170040746508204,2020-01,675263.0,97.0
15923,6012031176108922616,2020-01,174949.0,87.0
48291,8013668117699219722,2020-01,24465.0,124.0
254630,8512214463586144353,2020-01,203517.0,108.0
65765,3690886209682028027,2020-01,184594.0,123.0
564663,2108598473865910131,2020-01,362727.0,109.0
36725,5732713959930509093,2020-01,197312.0,124.0
160766,4335865859049992260,2020-01,285596.0,138.0
288718,5999145415800242177,2020-01,141648.0,113.0
325061,3161361581909316305,2020-01,77823.0,98.0
322378,417157680860985231,2020-01,461534.0,112.0
462998,8967780934636007142,2020-01,122873.0,129.0
442031,8570963260597299378,2020-01,1078322.0,143.0
73356,4043546053926060305,2020-01,151920.0,93.0
499727,1696462947583294958,2020-01,112053.0,152.0
454816,5958664040344043635,2020-01,364508.0,113.0
94088,5373371196946859811,2020-01,690961.0,132.0
208414,1661240395903230676,2020-01,543964.0,98.0
553891,968400235888951633,2020-01,98799.0,123.0
466905,7444686668183702737,2020-01,291585.0,140.0
23706,6547707428090179960,2020-01,65072.0,129.0
567302,255928150711119413,2020-01,9470.0,88.0
251882,3634047863995720708,2020-01,257708.0,131.0
447721,3258345688897172820,2020-01,66916.0,138.0
163579,6143250120040658989,2020-01,119542.0,107.0
544493,3192341047315717823,2020-01,176908.0,98.0
153888,879621668242949113,2020-01,608447.0,121.0
299877,411246418132008456,2020-01,674347.0,80.0
540349,6242636379248496392,2020-01,586589.0,138.0
12994,4532469127306079736,2020-01,116363.0,119.0
126007,7974433795310408854,2020-01,115962.0,128.0
178129,8097962811568170308,2020-01,1291290.0,120.0
537750,6633838062940819075,2020-01,423087.0,126.0
391770,3137879241768961145,2020-01,132748.0,132.0
181083,6198047969028248384,2020-01,91162.0,139.0
218166,4831988987853936627,2020-01,360789.0,159.0
21884,170089315547146305,2020-01,37916.0,99.0
88199,4850722092974676955,2020-01,213171.0,138.0
436504,8350724667410677464,2020-01,249004.0,126.0
54021,2092588065958607289,2020-01,196262.0,143.0
312710,963687627963462983,2020-01,529633.0,152.0
102621,6031976689490342098,2020-01,512592.0,137.0
247786,8398000036517692656,2020-01,266987.0,121.0
556554,1052398277967427422,2020-01,149800.0,125.0
114463,7571271990906543121,2020-01,263668.0,105.0
533801,1874361799315286610,2020-01,569963.0,125.0
198152,662944582644865942,2020-01,184141.0,125.0
114457,4414438591613884911,2020-01,181380.0,113.0
168364,3682570285558758138,2020-01,471242.0,128.0
175187,6186737197674630993,2020-01,143823.0,144.0
175189,2451708306555441014,2020-01,159314.0,88.0
212452,3382609338395832683,2020-01,340764.0,133.0
166542,499242942549937267,2020-01,5139.0,134.0
551152,4995217181024687397,2020-01,314990.0,124.0
149248,8843432852270832388,2020-01,374858.0,126.0
94109,6368582840625614207,2020-01,94020.0,114.0
372347,1536087798470875922,2020-01,314346.0,134.0
540342,3970572142453508637,2020-01,610867.0,108.0
375177,1334091158016312155,2020-01,138908.0,78.0
24900,1033361676287635885,2020-01,86795.0,119.0
251867,4527499691197377217,2020-01,216400.0,133.0
330696,7442192566700924647,2020-01,459257.0,120.0
311240,7215093571368368138,2020-01,24973.0,124.0
280145,4524147234488547993,2020-01,269743.0,135.0
464272,8961924617442201922,2020-01,509556.0,112.0
414323,7818340804682162328,2020-01,158319.0,108.0
169497,3807130563335796378,2020-01,128599.0,124.0
341894,8405044237103061926,2020-01,308211.0,91.0
319648,5369576709077493659,2020-01,58221.0,148.0
383420,5200455618694210402,2020-01,77025.0,88.0
237897,8576047157867370630,2020-01,365499.0,125.0
425559,2973518107081249661,2020-01,147079.0,109.0
536705,2006188298374001315,2020-01,503921.0,92.0
186806,5198904647759787695,2020-01,166736.0,163.0
221043,5547032541615425352,2020-01,256643.0,99.0
350195,2493688222671282470,2020-01,400159.0,121.0
201113,8733525963966339207,2020-01,525758.0,132.0
33788,7920896580423665241,2020-01,412013.0,124.0
501319,2003221759676247813,2020-01,415681.0,105.0
550103,1953058402621337677,2020-01,89172.0,105.0
90022,8374461419511631785,2020-01,448028.0,119.0
254637,5287265869592025756,2020-01,135987.0,140.0
271717,6658545687004133787,2020-01,800380.0,133.0
91158,3093415403379897112,2020-01,449616.0,115.0
377955,4858887739802767402,2020-01,623495.0,139.0
413234,5689766561863956319,2020-01,39000.0,150.0
209528,3472934456083131714,2020-01,450409.0,100.0
476792,1088268935649917461,2020-01,124167.0,138.0
251869,2658946240987854807,2020-01,129299.0,141.0
268895,682352428813668634,2020-01,306478.0,113.0
108481,5058298901476893676,2020-01,229013.0,147.0
251870,7719481195372677540,2020-01,290794.0,131.0
453280,7395696797140470088,2020-01,148092.0,144.0
257413,3584082418739794187,2020-01,71025.0,139.0
464299,4982042089827666585,2020-01,67347.0,132.0
548506,162896151509189921,2020-01,690358.0,115.0
13000,3888528635045328222,2020-01,193790.0,122.0
209526,7182085930008391174,2020-01,227813.0,106.0
439212,7779268298304613772,2020-01,19546.0,134.0
297148,4937566934664053767,2020-01,79730.0,136.0
30758,9156666134024889730,2020-01,473170.0,125.0
352956,4935929591787890253,2020-01,681308.0,154.0
483303,6486277549325701534,2020-01,513877.0,129.0
82251,7626832470282570499,2020-01,6747.0,133.0
137766,1069093308328204542,2020-01,108394.0,93.0
496855,3036967290595689189,2020-01,314172.0,151.0
175232,7020910424509248025,2020-01,36565.0,0.0
149259,3970610368027129821,2020-01,147731.0,100.0
23709,8196449005061156808,2020-01,122675.0,111.0
102628,1272921915900711149,2020-01,550686.0,95.0
299862,1000372849175668062,2020-01,177660.0,102.0
313993,192916471960784723,2020-01,190877.0,115.0
123173,3095686599956852697,2020-01,803866.0,156.0
411576,5477900120643078645,2020-01,596251.0,104.0
414333,4593070249039532001,2020-01,277649.0,90.0
82260,7041489327620930099,2020-01,105490.0,115.0
540378,851897122328714307,2020-01,1026136.0,110.0
203868,1958660709350677213,2020-01,367410.0,122.0
146402,7637066986811047950,2020-01,338811.0,128.0
270351,2819054834565698513,2020-01,66176.0,130.0
98779,3275327267689584006,2020-01,124698.0,131.0
211305,5487870288449327165,2020-01,591981.0,141.0
377961,683445437387317282,2020-01,402955.0,123.0
136311,2371917341091102894,2020-01,11906.0,104.0
44294,510795635145114083,2020-01,847371.0,99.0
486053,5752688018135006198,2020-01,344288.0,116.0
556565,5371387005775513675,2020-01,483886.0,120.0
376647,4023893292051953692,2020-01,67376.0,113.0
354650,6681781879793693802,2020-01,250170.0,152.0
15990,1430896989654626045,2020-01,256434.0,132.0
181125,7367321179169390502,2020-01,48129.0,116.0
379686,8536980239903840341,2020-01,231502.0,120.0
524148,2687720147676132707,2020-01,270575.0,110.0
4353,1551531256789550891,2020-01,454534.0,117.0
160793,1849408830951333776,2020-01,39174.0,121.0
553917,8596605705893456305,2020-01,330060.0,132.0
308362,8623308321032624474,2020-01,167589.0,97.0
27931,4588313530969303734,2020-01,151863.0,123.0
491439,5440313607363845188,2020-01,185565.0,113.0
246349,1129657311668961746,2020-01,464260.0,130.0
332379,1708019696828098378,2020-01,246684.0,142.0
38327,7686361238195690925,2020-01,186929.0,137.0
184007,1616952665234409442,2020-01,96180.0,109.0
177034,7913893451349440000,2020-01,472292.0,99.0
274576,3538481420098344176,2020-01,273007.0,110.0
453371,6547872039250784411,2020-01,111378.0,113.0
65769,5029701292539093910,2020-01,386918.0,111.0
223868,3698481516392183789,2020-01,427899.0,139.0
26638,8748106677402909629,2020-01,23548.0,127.0
450485,2677901391425651891,2020-01,112205.0,126.0
15945,6927178425683104769,2020-01,181200.0,134.0
408780,1210783884008131648,2020-01,413044.0,100.0
45439,6914631631926429447,2020-01,189682.0,123.0
518782,5753677550753111444,2020-01,208351.0,110.0
195294,6284433051333854194,2020-01,92210.0,104.0
379687,6693181132429641622,2020-01,12843.0,0.0
162197,649279100559994713,2020-01,3289.0,131.0
99853,5522764880180045081,2020-01,254207.0,105.0
312578,689004070169545786,2020-01,294926.0,120.0
439232,2302464746243069589,2020-01,183091.0,114.0
425552,6055129522348042687,2020-01,472041.0,106.0
137773,4508520363171713861,2020-01,297174.0,96.0
475135,187117706370645370,2020-01,191961.0,100.0
131913,6325701146112164499,2020-01,183600.0,104.0
352963,7398738404146260251,2020-01,542658.0,116.0
123187,8552039412779393821,2020-01,312158.0,119.0
307013,5460280878923715699,2020-01,100471.0,134.0
126020,7710364735942975505,2020-01,434361.0,119.0
491460,7067471043900250355,2020-01,377401.0,92.0
10106,5517114603826429870,2020-01,209428.0,105.0
542079,8662923640484889291,2020-01,572161.0,136.0
148130,2943087245123311166,2020-01,137096.0,91.0
268916,9161263096062288704,2020-01,147671.0,106.0
482020,4972567100282306577,2020-01,150218.0,116.0
88200,7142043104834932013,2020-01,378513.0,84.0
297145,8080988579391900405,2020-01,46481.0,135.0
486035,1951407691087813358,2020-01,60467.0,116.0
7271,5574997762710520717,2020-01,16338.0,128.0
203851,5048392903148444335,2020-01,476059.0,106.0
444969,6535356415509860671,2020-01,302806.0,113.0
85270,5303720405946805990,2020-01,414159.0,115.0
243596,7468724002190465812,2020-01,224541.0,106.0
297136,8185063234515056194,2020-01,172539.0,109.0
157870,6817075905797098547,2020-01,102600.0,144.0
518818,8090492548102964782,2020-01,530552.0,118.0
431005,1698828605814171242,2020-01,514680.0,118.0
219597,700955341024573089,2020-01,5041.0,0.0
561964,6796564304742670823,2020-01,15726.0,0.0
216891,5799279645678609726,2020-01,124139.0,160.0
228340,7665801401860589626,2020-01,299757.0,118.0
245300,7246466789138290692,2020-01,363599.0,143.0
364037,1071127366397407520,2020-01,501958.0,101.0
435183,8229446069655666941,2020-01,96891.0,131.0
229476,6091519986999196884,2020-01,527943.0,161.0
458814,4740535838297269949,2020-01,192090.0,152.0
322396,2903869860445366876,2020-01,469401.0,144.0
372376,8400764778654490278,2020-01,304186.0,136.0
355772,7330131219998265639,2020-01,481724.0,124.0
271727,1097345589386012260,2020-01,509832.0,111.0
76419,4723919748432185874,2020-01,290150.0,134.0
57012,7347715771145302549,2020-01,212800.0,118.0
327974,2983174282784691273,2020-01,341720.0,134.0
375208,3248432590399829766,2020-01,231406.0,140.0
540437,8924045760456827557,2020-01,422356.0,129.0
149276,5758033363847724111,2020-01,327502.0,112.0
344710,8215958479134054873,2020-01,110291.0,128.0
456034,3713742318997880410,2020-01,188818.0,123.0
251910,7776069961364493674,2020-01,534128.0,146.0
188362,5786895437851445408,2020-01,233601.0,146.0
18925,7992317448197179816,2020-01,1108685.0,150.0
16073,7640249903888628103,2020-01,353488.0,121.0
484830,3480297543931395935,2020-01,49943.0,127.0
285864,8376902089871279815,2020-01,235901.0,134.0
433847,4155987877874087356,2020-01,300448.0,154.0
11856,1997130697107291654,2020-01,183518.0,120.0
94135,7829456717134984253,2020-01,293928.0,128.0
499859,4635578010631860111,2020-01,264205.0,95.0
185392,6721448955097663572,2020-01,159664.0,136.0
437830,4110562609148185966,2020-01,19713.0,0.0
152140,2678966409665050034,2020-01,116910.0,120.0
529616,7719877724419004325,2020-01,198492.0,125.0
249168,1613152204777372951,2020-01,24310.0,98.0
181112,4791195031160012361,2020-01,166924.0,88.0
280193,3820213618605354326,2020-01,304193.0,95.0
291533,7750874287225529604,2020-01,1149522.0,129.0
128972,8041261093764417881,2020-01,391019.0,113.0
314002,3384356870037163810,2020-01,203919.0,108.0
91198,3631603567749349715,2020-01,167076.0,125.0
82300,4749976982519957792,2020-01,119197.0,172.0
285996,3075783375726664899,2020-01,13353.0,0.0
371075,4104959289203999917,2020-01,899360.0,142.0
404952,351031887141663937,2020-01,283195.0,109.0
217200,6999154286942764669,2020-01,359093.0,159.0
21917,1299146298565441811,2020-01,102564.0,125.0
257444,7405858498198031046,2020-01,223314.0,125.0
128978,5271966906483787417,2020-01,251931.0,139.0
389078,5540361570968095722,2020-01,133707.0,115.0
477928,7229721428946324455,2020-01,204082.0,114.0
391849,1732933177229870014,2020-01,33710.0,101.0
447742,2773493808492482979,2020-01,59928.0,153.0
394671,1551531256789550891,2020-02,122280.0,118.0
526876,3355881107559250653,2020-02,346977.0,116.0
237931,5067621068959932809,2020-02,223307.0,132.0
102660,1553628056929342565,2020-02,556249.0,121.0
178167,314309872114206760,2020-02,268429.0,90.0
271730,8784237149961904,2020-02,185125.0,112.0
126045,3204108603682323936,2020-02,587677.0,97.0
403188,968400235888951633,2020-02,390624.0,121.0
